Year,Adult Mortality,infant deaths,Alcohol,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP, thinness  1-19 years,Income composition of resources,Schooling,Status_Developed,Status_Developing,Life expectancy 
2000,218.0,0,7.13,96.0,6.0,96.0,0.1,3352.731296,2.8,0.716,13.7,1,0,71.0
2002,145.0,3,8.02,98.0,6.32,99.0,0.1,5196.932921,2.5,0.79,15.0,1,0,74.5
2002,187.0,371,0.01,71.0,2.76,68.0,0.1,499.8633,21.8,0.457,5.5,0,1,63.2
2009,131.0,1,9.85,97.0,9.9,95.0,0.1,5821.35397,2.3,0.754,13.6,0,1,74.1
2004,186.0,0,7.91,99.0,4.17,99.0,0.1,1176.65871,6.0,0.715,12.3,0,1,72.1
2005,163.0,75,6.97,99.0,8.27,99.0,0.1,477.182746,3.2,0.694,13.8,0,1,72.7
2005,675.0,5,2.67,88.0,6.3,89.0,34.8,862.9463118,9.3,0.437,10.7,0,1,44.5
2001,273.0,25,1.71,59.0,5.7,6.0,2.2,321.22634,11.6,0.412,7.6,0,1,58.5
2006,92.0,3,12.4,99.0,1.53,99.0,0.1,36544.5853,0.6,0.87,16.1,0,1,86.0
2004,189.0,14,6.17,98.0,3.51,98.0,0.5,2659.83918,9.0,0.674,11.9,0,1,71.6
2011,27.0,47,0.33,9.0,1.87,84.0,0.5,1186.423937,13.0,0.526,9.1,0,1,65.6
2012,11.0,0,0.01,94.0,7.25,94.0,0.1,6586.71929,1.9,0.797,15.1,0,1,75.6
2001,87.0,0,0.76,93.0,2.56,93.0,0.1,2843.63635,4.8,0.809,12.6,0,1,76.3
2007,159.0,65,7.19,99.0,8.28,99.0,0.1,7313.557962,3.1,0.7,13.5,0,1,73.3
2000,11.0,1,11.21,96.0,8.12,95.0,0.1,2327.4591,0.8,0.869,18.0,1,0,77.6
2005,11.0,0,9.95,97.0,8.43,97.0,0.1,38969.17163,0.9,0.864,17.1,0,1,78.9
2002,91.0,3,12.25,97.0,1.4,93.0,0.1,2525.16445,1.2,0.867,16.3,1,0,78.4
2008,185.0,0,6.41,91.0,4.4,9.0,0.3,21188.11857,6.1,0.767,12.4,0,1,69.9
2007,133.0,3,0.43,97.0,3.61,97.0,0.1,7269.17114,8.7,0.736,12.3,0,1,73.7
2011,15.0,1,0.54,99.0,2.49,99.0,0.1,2986.36,6.9,0.797,13.6,0,1,75.8
2012,178.0,0,5.73,84.0,6.9,84.0,0.9,9272.413453,3.5,0.708,12.7,0,1,71.3
2007,132.0,1,9.3,93.0,1.2,94.0,0.1,5458.121718,2.4,0.743,13.5,0,1,73.8
2003,135.0,35,1.42,69.0,5.34,68.0,0.1,4718.51291,5.1,0.668,11.9,0,1,71.6
2006,229.0,0,10.4,96.0,6.8,96.0,0.1,9667.9757,2.4,0.807,16.2,1,0,75.0
2003,154.0,7,0.55,79.0,6.56,77.0,0.1,883.6439965,3.0,0.659,10.8,0,1,67.8
2008,65.0,1,2.47,94.0,7.33,94.0,0.1,29657.4421,1.1,0.877,15.8,0,1,81.0
2011,133.0,9,4.83,91.0,4.93,91.0,0.2,5771.565878,1.1,0.721,13.4,0,1,74.5
2004,183.0,364,0.01,65.0,2.56,65.0,0.1,649.848233,21.4,0.474,5.6,0,1,63.7
2010,349.0,2,5.99,96.0,5.64,95.0,6.2,6346.15624,8.0,0.669,12.3,0,1,61.1
2011,138.0,0,0.01,93.0,5.83,93.0,0.1,17454.84342,1.9,0.838,16.4,0,1,76.1
2005,296.0,41,1.5,85.0,4.51,84.0,3.1,498.172394,8.1,0.499,8.1,0,1,58.9
2014,234.0,140,0.01,75.0,4.88,77.0,0.6,571.1622759,1.5,0.435,8.4,0,1,64.2
2000,112.0,1,2.26,83.0,1.86,83.0,0.1,5334.93329,4.9,0.0,14.9,0,1,72.7
2002,31.0,42,1.6,8.0,3.7,78.0,3.5,39.484473,8.8,0.484,7.6,0,1,57.6
2006,96.0,0,13.11,97.0,9.67,97.0,0.1,19821.44463,0.7,0.793,15.4,1,0,78.5
2011,57.0,0,10.69,99.0,7.54,99.0,0.1,32233.83942,0.9,0.847,13.8,1,0,79.7
2014,93.0,1,4.37,99.0,11.6,99.0,0.1,75.5199,3.4,0.772,14.0,0,1,79.0
2000,143.0,44,1.54,85.0,4.95,85.0,0.1,4316.553895,5.3,0.641,10.7,0,1,74.0
2002,211.0,0,11.48,94.0,4.84,94.0,0.1,538.347781,2.3,0.791,15.4,0,1,71.2
2002,587.0,3,5.52,87.0,5.16,85.0,49.9,1324.996228,8.6,0.502,9.2,0,1,46.4
2006,78.0,0,13.44,91.0,7.22,91.0,0.1,54326.9713,0.3,0.896,17.6,1,0,79.0
2007,266.0,17,6.08,62.0,5.56,63.0,2.7,615.8198192,4.2,0.458,8.4,0,1,61.8
2005,63.0,3,5.08,88.0,6.8,86.0,49.1,2873.862141,7.3,0.495,9.7,0,1,46.0
2009,73.0,0,9.24,92.0,11.21,92.0,0.1,282.94193,0.3,0.895,19.3,1,0,85.0
2008,218.0,1,7.32,93.0,7.46,93.0,0.8,2576.124957,5.6,0.618,10.7,0,1,66.3
2010,153.0,2,9.0,94.0,5.83,94.0,0.1,8297.483621,3.0,0.797,15.8,1,0,73.4
2006,229.0,0,12.7,94.0,6.2,94.0,0.1,924.642548,3.0,0.807,16.4,1,0,76.0
2000,15.0,0,8.59,96.0,7.22,99.0,0.1,24253.2542,0.9,0.847,17.3,0,1,77.5
2004,177.0,11,0.38,82.0,5.7,86.0,0.3,39.281834,3.9,0.563,10.5,0,1,65.9
2013,163.0,365,0.04,72.0,2.7,72.0,0.1,1272.44161,19.6,0.538,7.7,0,1,66.0
2014,132.0,98,0.01,97.0,2.82,97.0,0.1,184.56543,18.1,0.57,10.0,0,1,71.4
2003,22.0,0,1.76,95.0,3.35,94.0,0.1,2835.973972,4.2,0.689,13.3,0,1,68.0
2005,93.0,0,1.47,98.0,9.52,98.0,0.1,3488.493769,14.4,0.625,12.1,0,1,74.3
2000,116.0,0,3.64,87.0,7.9,85.0,0.1,1461.7552,3.3,0.0,0.0,0,1,74.6
2014,242.0,2,0.01,88.0,8.93,88.0,2.2,5421.343953,8.6,0.632,11.7,0,1,65.9
2005,15.0,1,5.16,97.0,6.12,98.0,0.1,279.142931,1.8,0.685,10.8,0,1,73.5
2004,69.0,0,10.55,95.0,1.96,93.0,0.1,53255.97631,0.6,0.895,15.1,1,0,81.0
2006,388.0,68,1.76,77.0,4.24,8.0,10.3,697.66385,8.5,0.483,9.7,0,1,55.3
2007,133.0,11,4.29,93.0,4.6,93.0,0.3,3611.2147,1.2,0.696,13.2,0,1,74.0
2006,191.0,159,0.06,78.0,2.91,72.0,0.1,1586.254,1.8,0.632,10.9,0,1,67.3
2002,229.0,7,2.33,99.0,3.34,98.0,0.1,967.917468,3.5,0.0,10.2,0,1,63.3
2004,66.0,2,8.98,97.0,8.49,94.0,0.1,31174.56118,0.5,0.846,15.6,1,0,89.0
2004,77.0,0,6.22,92.0,9.44,92.0,0.1,5757.26916,0.8,0.924,17.5,1,0,79.8
2005,136.0,19,0.5,88.0,3.24,88.0,0.1,31.122378,6.1,0.68,12.0,0,1,72.9
2012,6.0,2,7.49,96.0,9.28,97.0,0.1,34814.12436,0.5,0.877,16.6,1,0,82.0
2013,97.0,18,0.45,99.0,5.94,99.0,0.1,3111.762887,6.4,0.634,12.1,0,1,73.9
2007,344.0,14,1.37,72.0,5.55,82.0,5.1,42.764743,7.9,0.443,10.6,0,1,55.9
2003,72.0,2,9.3,97.0,8.17,96.0,0.1,27387.2258,0.5,0.841,15.4,1,0,79.9
2007,296.0,1,0.45,88.0,7.72,88.0,3.5,147.586896,5.8,0.416,4.5,0,1,59.8
2011,141.0,3,3.03,99.0,3.28,99.0,0.1,322.992615,15.3,0.746,13.6,0,1,74.5
2006,199.0,0,4.52,84.0,6.22,84.0,0.6,527.92,3.5,0.678,11.5,0,1,69.3
2009,118.0,23,1.4,96.0,6.8,96.0,0.1,936.499911,4.9,0.709,12.5,0,1,73.9
2004,16.0,0,1.6,96.0,5.89,96.0,0.1,3853.33348,14.5,0.617,12.2,0,1,73.4
2003,13.0,391,2.96,87.0,4.82,86.0,0.1,1288.642924,5.3,0.61,9.9,0,1,73.1
2005,191.0,0,6.25,96.0,4.45,96.0,0.8,3933.332215,3.6,0.695,12.8,0,1,69.0
2005,116.0,0,11.59,96.0,6.89,96.0,0.1,1224.2459,1.8,0.777,13.6,1,0,75.2
2006,262.0,2,0.25,69.0,4.57,69.0,0.1,648.38717,7.4,0.451,9.9,0,1,63.0
2010,128.0,1,9.65,91.0,1.9,91.0,0.1,5411.87744,2.2,0.755,13.6,0,1,74.4
2013,192.0,0,0.01,99.0,4.26,99.0,0.1,4763.68956,4.0,0.719,15.0,0,1,69.6
2000,138.0,1,0.38,99.0,3.7,99.0,0.1,861.18596,7.2,0.0,10.4,0,1,72.6
2010,57.0,0,10.01,96.0,11.7,95.0,0.1,74276.71842,0.5,0.92,15.4,1,0,82.3
2003,388.0,95,3.49,4.0,4.41,4.0,2.4,779.468356,1.4,0.406,5.9,0,1,46.8
2000,176.0,7,6.58,71.0,5.9,78.0,2.5,282.4242,3.8,0.651,12.2,0,1,72.0
2001,135.0,10,1.29,83.0,4.92,82.0,0.1,1258.421953,6.7,0.589,10.1,0,1,72.7
2009,86.0,0,10.08,89.0,11.47,89.0,0.1,58163.29359,1.1,0.906,16.8,1,0,78.9
2009,183.0,4,2.05,97.0,3.37,97.0,0.1,216.681584,15.3,0.735,13.4,0,1,71.8
2004,165.0,5,3.02,94.0,7.89,94.0,1.2,1217.657961,2.6,0.571,10.4,0,1,72.2
2009,218.0,0,7.49,97.0,7.32,98.0,0.3,2716.35256,5.6,0.618,10.5,0,1,66.1
2010,286.0,10,0.79,72.0,4.18,67.0,1.1,1366.879112,1.4,0.485,9.6,0,1,61.8
2014,77.0,1,1.91,99.0,3.64,99.0,0.1,44449.7435,5.2,0.832,13.3,0,1,76.9
2007,146.0,4,2.29,98.0,3.76,98.0,0.1,1644.816372,15.4,0.725,13.2,0,1,73.7
2001,11.0,1,2.19,8.0,1.9,8.0,0.1,5253.122599,4.9,0.0,15.0,0,1,73.0
2011,167.0,371,0.04,75.0,3.1,74.0,0.1,1226.215314,2.0,0.525,7.5,0,1,65.5
2012,241.0,150,1.84,7.0,5.77,69.0,1.2,468.567249,1.7,0.422,8.4,0,1,63.3
2007,75.0,0,13.59,92.0,7.57,92.0,0.1,61388.17457,0.3,0.902,17.6,1,0,79.5
2003,98.0,0,9.31,96.0,8.15,98.0,0.1,32816.1688,0.9,0.866,18.1,0,1,78.4
2006,179.0,365,0.03,77.0,3.4,78.0,0.1,873.772727,21.0,0.501,6.5,0,1,64.2
2014,192.0,19,0.26,85.0,4.66,89.0,0.3,152.443873,9.7,0.483,9.1,0,1,66.4
2013,233.0,1,0.01,85.0,6.51,87.0,0.8,834.341949,6.8,0.49,10.9,0,1,62.9
2010,121.0,10,8.15,95.0,6.55,94.0,0.1,1276.265,1.0,0.802,16.8,0,1,75.5
2007,121.0,8,0.83,83.0,3.72,8.0,0.1,258.3529,6.4,0.644,11.5,0,1,73.8
2014,245.0,14,0.01,55.0,7.56,48.0,0.5,83.1148117,3.9,0.487,9.1,0,1,63.1
2000,158.0,0,1.24,91.0,4.75,91.0,0.1,263.27236,0.1,0.676,13.7,0,1,71.6
2001,151.0,8,0.51,77.0,4.48,77.0,0.1,73.6838434,3.1,0.642,10.4,0,1,67.5
2004,322.0,2,8.13,44.0,3.26,45.0,11.1,5685.577736,7.4,0.64,12.3,0,1,59.7
2002,95.0,0,0.13,99.0,3.4,94.0,0.1,16846.2198,6.7,0.82,13.3,0,1,74.8
2009,281.0,77,0.01,63.0,9.42,63.0,0.1,445.8932979,18.6,0.434,8.9,0,1,58.6
2000,174.0,6,2.61,88.0,6.63,94.0,1.7,188.783165,2.8,0.551,9.8,0,1,71.0
2005,29.0,57,0.55,78.0,6.34,77.0,1.9,487.942556,9.9,0.338,5.8,0,1,53.6
2012,138.0,2,9.58,92.0,5.48,91.0,0.1,8558.39766,2.8,0.797,15.3,1,0,74.4
2004,237.0,1,7.84,91.0,5.73,91.0,1.9,145.58861,5.8,0.613,11.2,0,1,65.1
2013,84.0,2,7.2,9.0,7.53,91.0,0.1,15941.39722,0.8,0.831,15.6,0,1,81.0
2000,173.0,231,0.01,83.0,2.33,82.0,0.1,45.63371,2.9,0.459,7.3,0,1,65.3
2002,87.0,0,1.99,98.0,3.89,98.0,0.1,1312.33457,6.2,0.796,13.5,0,1,74.9
2000,49.0,16,1.51,38.0,4.24,37.0,14.3,243.5429317,1.5,0.312,5.2,0,1,46.0
2006,98.0,307,3.28,94.0,4.52,93.0,0.1,299.229676,4.8,0.646,11.0,0,1,74.2
2012,126.0,1,9.38,93.0,9.89,91.0,0.1,5659.3824,2.1,0.767,14.0,0,1,74.9
2000,188.0,0,8.24,98.0,4.62,98.0,0.1,7578.85153,6.3,0.0,12.3,0,1,71.8
2004,24.0,0,12.1,9.0,5.67,94.0,0.1,676.966998,3.1,0.792,16.3,1,0,71.6
2007,128.0,21,0.56,95.0,5.48,95.0,0.1,2494.353552,6.4,0.581,10.0,0,1,71.4
2010,188.0,0,12.9,95.0,7.9,95.0,0.1,11984.86857,2.8,0.824,16.8,1,0,72.4
2006,434.0,78,1.2,73.0,6.51,78.0,16.3,385.7567141,3.8,0.353,7.9,0,1,51.2
2012,62.0,1,9.05,97.0,11.1,97.0,0.1,49474.7561,1.0,0.921,18.1,1,0,81.1
2004,89.0,0,0.11,92.0,3.1,92.0,0.1,21896.6527,6.5,0.828,13.7,0,1,76.4
2009,453.0,17,1.56,45.0,3.58,42.0,7.3,449.961839,9.1,0.345,6.4,0,1,48.6
2007,282.0,56,0.55,76.0,6.97,74.0,1.7,595.6368319,9.4,0.363,6.4,0,1,55.0
2000,17.0,1,1.64,94.0,2.38,94.0,0.1,3371.26869,5.4,0.791,11.8,0,1,74.2
2006,77.0,0,9.42,98.0,9.34,98.0,0.1,2481.15781,0.8,0.85,16.3,0,1,79.7
2011,347.0,76,10.22,82.0,9.9,82.0,6.8,584.3962137,5.9,0.477,10.7,0,1,59.3
2011,113.0,0,6.56,95.0,6.92,95.0,0.1,7318.742449,1.9,0.792,15.1,0,1,75.4
2005,127.0,11,7.53,95.0,6.85,98.0,0.1,576.883829,1.1,0.78,16.3,0,1,74.9
2008,184.0,22,2.36,98.0,5.92,98.0,0.3,182.28625,3.1,0.644,11.9,0,1,67.9
2001,37.0,2,9.29,44.0,3.23,45.0,10.1,3976.14887,7.8,0.633,12.3,0,1,59.8
2011,72.0,0,11.5,96.0,7.34,99.0,0.1,115761.577,0.9,0.894,13.9,1,0,88.0
2007,375.0,87,6.35,75.0,3.38,73.0,2.6,2878.837144,9.6,0.454,7.7,0,1,48.2
2014,61.0,0,6.06,93.0,9.72,93.0,0.1,975.49856,0.8,0.945,17.7,1,0,81.6
2000,536.0,3,7.19,87.0,5.26,84.0,46.4,1637.4567,9.4,0.516,9.4,0,1,48.4
2009,75.0,0,1.59,98.0,9.22,98.0,0.1,597.1659,14.1,0.651,11.8,0,1,76.3
2008,66.0,1,10.76,92.0,8.78,92.0,0.1,49664.6854,0.7,0.921,19.1,1,0,81.3
2001,222.0,1800,1.0,58.0,4.5,59.0,0.3,447.138966,27.5,0.494,8.3,0,1,62.9
2006,7.0,0,6.47,94.0,8.43,94.0,0.1,74114.69715,0.8,0.931,17.5,1,0,84.0
2011,67.0,0,1.92,96.0,8.11,96.0,0.1,6497.55443,13.9,0.663,11.8,0,1,77.3
2009,148.0,32,0.2,78.0,4.65,78.0,0.1,3735.144836,5.4,0.643,10.3,0,1,74.0
2012,76.0,0,9.26,94.0,1.98,94.0,0.1,5857.521,1.1,0.922,18.4,1,0,80.0
2013,122.0,1,9.16,97.0,1.12,95.0,0.1,6353.826383,2.1,0.766,14.1,0,1,75.3
2011,55.0,0,9.99,96.0,11.21,96.0,0.1,87998.44468,0.5,0.932,15.6,1,0,82.6
2002,178.0,4,9.62,98.0,4.57,98.0,0.1,2124.873613,3.7,0.714,12.0,1,0,77.0
2001,113.0,0,3.85,92.0,7.16,91.0,0.1,1524.41222,3.2,0.0,11.6,0,1,74.9
2008,74.0,2,8.3,89.0,1.3,92.0,0.1,46596.33599,0.5,0.897,15.8,0,1,87.0
2011,285.0,10,0.88,69.0,4.94,72.0,1.0,177.867119,1.3,0.494,9.9,0,1,62.0
2007,339.0,3,6.86,54.0,2.25,41.0,5.9,15761.83913,9.5,0.587,9.0,0,1,55.0
2000,11.0,1,3.66,97.0,6.26,97.0,0.1,1175.788981,2.1,0.656,10.7,0,1,72.6
2011,197.0,0,0.01,99.0,4.6,99.0,0.1,4353.121392,4.0,0.709,14.7,0,1,69.2
2007,176.0,1,12.55,99.0,7.51,99.0,0.1,13842.6549,1.9,0.809,15.3,1,0,73.5
2008,317.0,3,6.28,83.0,7.15,83.0,11.7,429.6561,11.5,0.589,11.3,0,1,61.7
2012,78.0,0,10.08,99.0,1.54,99.0,0.1,4474.5717,0.9,0.886,16.2,1,0,83.0
2009,46.0,3,4.9,89.0,8.46,88.0,33.7,332.517125,5.8,0.519,10.8,0,1,52.6
2005,92.0,0,0.16,93.0,2.62,94.0,0.1,2612.13345,6.4,0.834,14.1,0,1,76.2
2011,92.0,1,4.14,99.0,1.6,97.0,0.1,675.92436,3.4,0.78,16.5,0,1,78.8
2003,7.0,3,7.83,97.0,8.0,97.0,0.1,3488.3992,1.7,0.863,14.8,1,0,81.9
2008,169.0,3,3.64,97.0,6.98,97.0,0.2,1518.85386,1.9,0.607,11.1,0,1,72.5
2005,16.0,1,10.48,97.0,7.8,96.0,0.1,3893.68998,2.2,0.745,13.5,1,0,72.1
2004,154.0,6,0.62,78.0,7.92,77.0,0.1,145.2163,3.0,0.668,11.0,0,1,68.4
2014,223.0,49,0.01,67.0,5.82,68.0,0.5,43.646498,9.8,0.345,5.3,0,1,61.4
2012,214.0,6,6.82,98.0,4.32,99.0,0.1,12387.18982,2.4,0.774,14.7,0,1,69.1
2008,215.0,0,4.36,99.0,5.66,99.0,0.9,1126.46212,6.5,0.531,10.4,0,1,65.4
2007,59.0,0,7.53,97.0,8.75,97.0,0.1,68348.31817,0.9,0.887,18.2,1,0,81.3
2002,167.0,1,3.76,99.0,4.86,99.0,2.3,3596.496282,2.0,0.69,11.7,0,1,73.0
2011,76.0,0,1.66,99.0,3.4,99.0,0.1,2281.1242,6.1,0.812,14.4,0,1,76.1
2012,123.0,33,5.29,99.0,6.21,99.0,0.1,982.532572,1.6,0.748,12.7,0,1,76.3
2014,55.0,0,8.49,99.0,9.75,99.0,0.1,2618.92599,0.8,0.847,14.3,1,0,81.4
2011,63.0,1,9.62,97.0,9.48,97.0,0.1,31834.21816,0.6,0.867,16.9,1,0,82.1
2010,252.0,50,0.12,75.0,6.36,7.0,0.9,348.151511,1.7,0.312,4.5,0,1,58.2
2012,9.0,8,0.09,98.0,3.86,98.0,0.1,2533.9462,7.5,0.818,14.5,0,1,74.1
2007,276.0,53,0.1,57.0,6.94,57.0,1.4,292.55962,11.4,0.293,3.8,0,1,55.2
2013,228.0,7,2.93,98.0,2.12,98.0,0.1,734.42525,3.2,0.678,10.7,0,1,65.4
2009,215.0,8,0.01,63.0,3.79,64.0,1.2,146.83851,8.9,0.476,7.1,0,1,61.7
2005,129.0,30,1.29,9.0,5.45,9.0,0.1,7384.354661,5.0,0.681,11.9,0,1,72.4
2001,23.0,43,0.09,73.0,5.36,72.0,0.1,248.6183539,18.3,0.446,9.0,0,1,63.2
2010,14.0,10,4.72,92.0,5.3,93.0,0.2,522.493191,1.1,0.708,13.3,0,1,73.7
2010,158.0,10,5.95,99.0,3.81,99.0,0.2,575.32176,8.2,0.711,13.1,0,1,73.9
2005,163.0,5,3.23,98.0,7.81,98.0,0.9,1311.741714,2.5,0.577,10.6,0,1,72.5
2008,162.0,11,5.92,99.0,3.92,99.0,0.3,4378.68746,8.5,0.7,12.9,0,1,73.5
2000,163.0,1,9.69,94.0,6.7,93.0,0.1,169.28586,2.5,0.709,12.9,1,0,71.1
2000,18.0,0,3.0,94.0,5.31,95.0,0.1,154.68923,0.2,0.64,12.1,0,1,72.0
2006,526.0,33,2.25,83.0,6.11,81.0,15.9,13.154199,7.0,0.479,10.9,0,1,58.0
2006,129.0,0,4.25,97.0,5.11,96.0,0.6,234.28992,8.3,0.596,11.9,0,1,72.1
2003,112.0,0,1.75,98.0,5.9,98.0,0.1,3432.247841,14.6,0.601,11.8,0,1,72.7
2014,214.0,54,4.52,77.0,4.71,67.0,0.1,2842.938353,1.0,0.676,11.7,0,1,68.4
2013,251.0,25,0.01,73.0,4.59,77.0,1.2,915.2674586,7.2,0.466,10.3,0,1,59.5
2010,248.0,32,1.03,7.0,4.86,7.0,0.5,412.739341,7.6,0.503,10.2,0,1,63.3
2007,16.0,5,3.16,94.0,7.89,94.0,0.7,1592.572182,2.4,0.59,10.9,0,1,73.0
2004,113.0,0,10.0,94.0,8.47,94.0,0.1,1726.9151,2.0,0.85,16.6,1,0,77.2
2004,17.0,81,6.85,99.0,7.7,99.0,0.1,3623.47667,3.2,0.695,14.0,0,1,72.0
2009,183.0,21,2.56,99.0,6.31,98.0,0.2,1213.265328,3.1,0.651,11.8,0,1,68.0
2000,129.0,55,4.99,97.0,4.98,97.0,0.1,672.92113,2.0,0.694,11.4,0,1,74.8
2005,62.0,0,7.05,95.0,9.21,95.0,0.1,56249.7555,0.9,0.879,17.9,1,0,81.0
2001,219.0,4,2.88,94.0,8.2,92.0,0.4,2338.772244,2.1,0.615,11.6,0,1,68.9
2001,227.0,0,0.7,88.0,6.44,84.0,0.1,944.81684,1.4,0.442,6.6,0,1,66.2
2006,361.0,24,4.5,88.0,11.49,92.0,3.8,165.8794176,8.1,0.29,5.9,0,1,54.1
2005,19.0,1,4.48,99.0,9.39,89.0,0.1,3779.577,3.4,0.719,14.2,0,1,77.2
2014,147.0,3,0.01,83.0,9.81,87.0,0.2,4712.822736,2.0,0.688,12.3,0,1,73.9
2014,73.0,0,7.53,99.0,8.8,99.0,0.1,21673.7817,0.8,0.862,17.2,0,1,88.0
2006,28.0,1500,1.37,66.0,4.25,65.0,0.3,792.259698,27.1,0.536,9.7,0,1,64.8
2002,146.0,3,0.01,93.0,4.57,93.0,0.1,375.442638,5.6,0.736,15.8,0,1,71.1
2010,267.0,40,1.69,94.0,5.33,94.0,1.9,1312.67557,7.1,0.547,10.5,0,1,69.0
2000,296.0,2,8.87,44.0,2.89,45.0,9.5,4116.46693,8.0,0.637,12.2,0,1,61.0
2007,63.0,2,8.37,97.0,8.48,97.0,0.1,37698.78573,0.5,0.862,16.1,1,0,81.3
2001,14.0,1,1.67,94.0,2.48,94.0,0.1,3161.52935,5.3,0.798,12.0,0,1,74.5
2005,29.0,31,0.18,69.0,4.13,65.0,0.1,1849.63911,5.4,0.628,10.1,0,1,66.8
2010,11.0,20,0.56,99.0,5.86,99.0,0.1,2834.2472,6.3,0.603,10.7,0,1,72.8
2014,76.0,0,10.46,95.0,9.23,95.0,0.1,242.67286,1.4,0.888,17.6,1,0,87.0
2003,231.0,69,0.4,86.0,1.97,78.0,0.5,219.782326,13.3,0.445,7.7,0,1,63.2
2010,75.0,0,12.1,86.0,11.17,86.0,0.1,46657.629,1.7,0.872,15.4,1,0,84.0
2011,289.0,4,3.57,85.0,5.46,86.0,5.7,692.69989,7.8,0.41,9.0,0,1,57.1
2011,85.0,0,11.92,97.0,1.7,97.0,0.1,23196.18375,0.7,0.818,16.2,1,0,82.0
2011,144.0,32,0.17,8.0,3.32,79.0,0.1,5854.614497,5.3,0.649,10.4,0,1,77.0
2006,32.0,47,4.73,94.0,6.58,86.0,2.0,422.6332374,1.0,0.325,4.7,0,1,54.3
2003,485.0,55,6.93,7.0,8.26,69.0,28.9,3775.68275,13.5,0.613,12.9,0,1,54.0
2006,336.0,7,0.97,94.0,3.3,94.0,1.4,297.828588,9.3,0.405,5.3,0,1,59.7
2003,223.0,0,4.53,74.0,6.62,75.0,1.0,263.1399,3.5,0.0,10.9,0,1,68.0
2013,328.0,29,2.41,74.0,4.99,79.0,4.8,185.793359,6.4,0.565,12.5,0,1,63.0
2004,214.0,1600,1.2,58.0,4.22,63.0,0.3,621.3183767,27.2,0.518,9.2,0,1,64.0
2001,187.0,0,6.72,96.0,4.45,96.0,0.1,7663.1378,6.2,0.714,12.2,0,1,72.0
2011,125.0,5,1.98,91.0,5.1,87.0,0.1,7189.691229,2.8,0.741,11.7,0,1,71.6
2006,185.0,0,8.12,99.0,3.73,99.0,0.1,1214.39987,5.9,0.728,13.1,0,1,72.2
2010,145.0,0,0.91,66.0,4.71,65.0,0.1,2965.82434,1.5,0.59,10.8,0,1,71.0
2006,165.0,0,3.73,98.0,4.38,97.0,0.1,5695.969327,7.6,0.713,13.4,0,1,71.8
2003,134.0,9,1.29,85.0,5.12,83.0,0.1,1253.39143,6.6,0.599,10.3,0,1,73.0
2008,121.0,0,6.17,95.0,6.13,95.0,0.1,7325.73474,2.1,0.774,14.2,0,1,74.6
2003,169.0,0,4.17,82.0,4.71,83.0,0.1,197.29417,0.2,0.659,12.3,0,1,79.0
2001,135.0,1,7.53,93.0,6.89,93.0,0.1,1634.87561,2.8,0.709,13.1,0,1,73.1
2007,39.0,186,1.06,61.0,4.69,5.0,2.8,243.326822,11.3,0.362,7.1,0,1,58.5
2007,89.0,1,0.03,99.0,2.13,99.0,0.1,45793.97614,3.2,0.787,13.9,0,1,73.7
2004,141.0,2,0.01,97.0,3.46,97.0,0.1,586.8364,5.5,0.747,15.9,0,1,71.5
2012,288.0,28,0.01,63.0,5.39,62.0,1.9,52.3485646,7.8,0.396,8.5,0,1,58.4
2005,291.0,85,0.02,58.0,8.7,58.0,0.1,25.2941299,19.3,0.396,7.9,0,1,57.3
2014,21.0,40,0.01,88.0,2.28,88.0,0.3,1262.893782,12.9,0.547,9.1,0,1,66.4
2013,19.0,0,0.01,94.0,6.43,94.0,0.1,7186.429787,1.8,0.799,15.1,0,1,75.8
2009,88.0,3,11.8,98.0,11.28,98.0,0.1,41631.13141,0.6,0.879,16.0,0,1,81.1
2005,28.0,7,5.71,86.0,4.26,87.0,2.0,3681.5993,3.5,0.668,12.6,0,1,69.7
2009,4.0,70,1.18,74.0,5.43,74.0,11.3,463.852618,3.7,0.382,9.2,0,1,53.8
2007,8.0,0,12.5,85.0,1.4,85.0,0.1,46586.6525,1.7,0.86,15.2,1,0,81.0
2010,154.0,0,7.91,94.0,6.41,97.0,0.1,7365.666659,3.8,0.0,15.8,0,1,72.6
2008,84.0,0,0.67,97.0,2.23,98.0,0.1,37951.286,6.1,0.84,14.2,0,1,77.2
2001,221.0,68,4.54,76.0,3.0,79.0,0.1,957.287441,1.0,0.622,11.4,0,1,66.8
2004,314.0,11,0.58,59.0,8.39,62.0,1.5,637.3616215,1.5,0.439,7.6,0,1,59.9
2008,119.0,1,6.76,94.0,8.17,94.0,0.1,962.312164,1.6,0.77,15.7,0,1,76.4
2001,316.0,88,0.01,35.0,7.8,33.0,0.1,117.49698,2.1,0.34,5.9,0,1,55.3
2009,79.0,0,1.11,98.0,2.63,99.0,0.1,61478.23813,5.0,0.828,11.8,0,1,77.0
2011,8.0,0,10.11,98.0,1.42,98.0,0.1,4772.77415,0.9,0.884,16.1,1,0,83.0
2000,8.0,0,5.59,94.0,6.83,94.0,0.1,1139.5651,0.8,0.779,13.8,1,0,77.5
2003,126.0,1,5.52,95.0,7.6,98.0,0.1,4267.13578,2.2,0.728,12.8,0,1,75.5
2012,93.0,1,1.53,75.0,6.99,81.0,0.1,8787.94668,4.8,0.763,13.3,0,1,75.0
