Year,Life expectancy ,Adult Mortality,infant deaths,Alcohol,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP, thinness  1-19 years,Income composition of resources,Schooling,Status_Developed,Status_Developing
2005,73.1,144.0,15,4.38,93.0,5.82,93.0,0.1,3386.256,2.4,0.658,11.1,0,1
2004,72.8,148.0,16,4.26,89.0,5.37,89.0,0.1,274.249442,2.4,0.658,11.3,0,1
2003,72.4,15.0,16,4.25,92.0,5.92,92.0,0.1,2246.257472,2.5,0.659,11.6,0,1
2002,71.8,163.0,17,4.45,83.0,5.67,81.0,0.1,2355.725857,2.5,0.656,11.5,0,1
2001,71.5,165.0,17,4.43,83.0,5.96,8.0,0.1,2395.856551,2.5,0.653,11.4,0,1
2000,71.4,167.0,18,4.66,82.0,5.91,79.0,0.1,2472.197831,2.6,0.65,11.3,0,1
2014,63.2,23.0,1,0.01,87.0,6.75,87.0,0.8,852.954379,6.8,0.497,11.1,0,1
2013,62.9,233.0,1,0.01,85.0,6.51,87.0,0.8,834.341949,6.8,0.49,10.9,0,1
2012,62.5,237.0,2,0.01,85.0,7.11,86.0,0.8,788.632653,6.9,0.484,10.8,0,1
2011,62.2,241.0,2,0.12,85.0,6.1,83.0,0.2,829.7586885,7.0,0.479,10.6,0,1
2010,61.8,246.0,2,0.15,82.0,5.82,74.0,0.1,769.1742883,7.1,0.476,10.5,0,1
2009,61.3,251.0,2,0.17,84.0,3.82,83.0,0.1,778.5454199,7.2,0.465,10.3,0,1
2008,61.0,255.0,2,0.12,81.0,5.13,81.0,0.1,795.97519,7.2,0.461,10.2,0,1
2007,66.0,259.0,2,0.16,75.0,4.93,75.0,0.1,72.759313,7.3,0.459,10.0,0,1
2006,63.0,262.0,2,0.25,69.0,4.57,69.0,0.1,648.38717,7.4,0.451,9.9,0,1
2005,60.0,266.0,2,0.24,67.0,4.32,68.0,0.1,621.93372,7.5,0.434,9.7,0,1
2004,59.8,269.0,2,0.27,73.0,3.96,76.0,0.1,616.4197236,7.5,0.0,9.5,0,1
2003,59.6,271.0,2,0.26,8.0,3.65,8.0,0.1,544.566526,7.6,0.0,9.2,0,1
2002,59.5,271.0,2,0.08,98.0,3.39,89.0,0.1,433.2691451,7.7,0.0,8.8,0,1
2001,59.5,272.0,1,0.08,7.0,2.86,7.0,0.1,395.9319363,7.8,0.0,8.5,0,1
2000,59.5,272.0,1,0.09,7.0,3.56,7.0,0.1,375.8528566,7.9,0.0,8.2,0,1
2014,79.5,96.0,1,3.45,91.0,9.31,91.0,0.1,1647.44179,1.7,0.768,13.9,0,1
2013,79.4,96.0,1,3.42,95.0,9.47,95.0,0.1,1569.66631,1.7,0.762,13.7,0,1
2012,79.2,97.0,1,3.34,9.0,9.56,91.0,0.1,9985.36959,1.8,0.758,13.6,0,1
2011,79.0,98.0,1,3.41,82.0,9.73,85.0,0.1,9186.59639,1.8,0.752,13.4,0,1
2010,78.1,16.0,1,3.58,93.0,9.66,88.0,0.1,8199.414621,1.8,0.749,13.3,0,1
2009,79.2,96.0,1,4.07,8.0,9.69,86.0,0.1,689.396224,1.9,0.747,13.1,0,1
2008,78.9,99.0,1,4.22,89.0,9.1,9.0,0.1,6911.136136,1.9,0.74,12.9,0,1
2007,78.9,93.0,1,4.2,89.0,8.37,89.0,0.1,612.623418,1.9,0.734,12.8,0,1
2006,78.0,16.0,1,4.15,89.0,7.82,89.0,0.1,5245.187372,2.0,0.727,12.6,0,1
2005,78.6,97.0,1,4.1,91.0,7.74,91.0,0.1,4697.11135,2.0,0.723,12.4,0,1
2004,77.7,12.0,1,4.09,9.0,7.8,9.0,0.1,4425.57467,2.1,0.719,12.2,0,1
2003,78.0,1.0,1,4.04,88.0,8.45,88.0,0.1,4167.71417,2.2,0.715,12.1,0,1
2002,78.3,99.0,1,4.17,94.0,8.23,94.0,0.1,462.14965,2.2,0.712,11.9,0,1
2001,77.5,1.0,1,4.29,92.0,7.25,91.0,0.1,3981.52847,2.3,0.708,11.7,0,1
2000,77.6,98.0,1,4.34,8.0,7.12,88.0,0.1,388.363689,2.4,0.702,11.6,0,1
2014,77.8,97.0,0,12.14,95.0,7.8,95.0,0.1,13467.46827,1.5,0.82,15.1,1,0
2013,77.7,97.0,0,12.39,96.0,7.83,96.0,0.1,13574.749,1.5,0.817,14.9,1,0
2012,77.1,14.0,0,11.49,96.0,7.8,96.0,0.1,13235.97757,1.5,0.815,14.6,1,0
2011,77.0,14.0,0,12.19,96.0,7.8,96.0,0.1,14539.18421,1.6,0.808,14.5,1,0
2010,76.6,16.0,0,12.1,97.0,8.25,97.0,0.1,1355.74586,1.6,0.803,14.2,1,0
2009,76.3,19.0,0,12.21,96.0,8.18,96.0,0.1,14157.14416,1.7,0.803,14.2,1,0
2008,76.0,116.0,0,12.06,96.0,7.7,96.0,0.1,15893.8656,1.7,0.8,14.3,1,0
2007,75.8,114.0,0,12.56,96.0,7.44,96.0,0.1,13546.69872,1.8,0.793,14.3,1,0
2006,75.9,113.0,0,11.83,96.0,6.95,96.0,0.1,11363.41845,1.8,0.783,13.9,1,0
2005,75.2,116.0,0,11.59,96.0,6.89,96.0,0.1,1224.2459,1.8,0.777,13.6,1,0
2004,75.4,114.0,0,13.11,96.0,6.56,96.0,0.1,9365.742468,1.9,0.771,13.3,1,0
2003,74.7,122.0,0,13.78,95.0,6.35,94.0,0.1,785.881418,1.9,0.765,12.9,1,0
2002,74.8,124.0,0,13.39,95.0,6.19,95.0,0.1,653.71637,2.0,0.759,12.6,1,0
2001,74.9,126.0,0,13.15,94.0,7.16,94.0,0.1,5245.421419,2.0,0.749,12.3,1,0
2000,74.7,127.0,0,12.73,94.0,7.66,93.0,0.1,4919.62869,2.1,0.739,12.2,1,0
2014,79.0,93.0,1,4.37,99.0,11.6,99.0,0.1,75.5199,3.4,0.772,14.0,0,1
2013,78.7,96.0,1,4.18,99.0,9.48,99.0,0.1,676.15344,3.4,0.773,14.7,0,1
2012,78.7,96.0,1,4.16,98.0,8.59,99.0,0.1,6425.941119,3.4,0.778,15.7,0,1
2011,78.8,92.0,1,4.14,99.0,1.6,97.0,0.1,675.92436,3.4,0.78,16.5,0,1
2010,78.0,98.0,1,4.13,99.0,1.19,96.0,0.1,5676.14143,3.4,0.784,17.6,0,1
2009,78.1,11.0,1,4.01,99.0,11.78,96.0,0.1,5484.7763,3.4,0.782,17.7,0,1
2008,77.9,12.0,1,4.26,99.0,1.79,95.0,0.1,5376.447622,3.4,0.771,17.1,0,1
2007,78.1,14.0,1,4.13,99.0,1.42,93.0,0.1,5184.494227,3.4,0.754,16.0,0,1
2006,78.0,14.0,1,4.17,99.0,7.67,89.0,0.1,4669.6916,3.4,0.732,14.7,0,1
2005,77.2,19.0,1,4.48,99.0,9.39,89.0,0.1,3779.577,3.4,0.719,14.2,0,1
2004,77.3,17.0,1,4.38,98.0,6.14,88.0,0.1,339.716256,3.4,0.705,13.2,0,1
2003,77.4,18.0,1,4.39,98.0,6.31,72.0,0.1,3192.669378,3.5,0.694,12.9,0,1
2002,77.7,19.0,1,4.1,98.0,6.5,99.0,0.1,2994.339988,3.5,0.692,12.5,0,1
2001,76.7,115.0,1,4.04,99.0,6.27,98.0,0.1,2832.188893,3.6,0.686,12.3,0,1
2000,76.9,115.0,1,3.92,98.0,6.7,95.0,0.1,2741.11542,3.6,0.679,12.1,0,1
2014,83.0,53.0,0,0.01,99.0,7.37,99.0,0.1,2734.88382,0.9,0.85,14.0,1,0
2013,81.0,54.0,0,9.04,99.0,7.46,99.0,0.1,2797.96736,0.9,0.85,13.8,1,0
2012,80.0,56.0,0,10.55,99.0,7.44,99.0,0.1,28951.15556,0.9,0.85,13.8,1,0
2011,79.7,57.0,0,10.69,99.0,7.54,99.0,0.1,32233.83942,0.9,0.847,13.8,1,0
2010,79.5,59.0,0,11.32,99.0,7.23,99.0,0.1,3818.46396,0.9,0.853,14.6,1,0
2009,79.3,6.0,0,10.8,99.0,7.4,99.0,0.1,3215.8159,0.9,0.849,14.1,1,0
2008,79.1,62.0,0,12.01,97.0,6.89,97.0,0.1,3539.7488,0.9,0.844,13.7,1,0
2007,78.9,63.0,0,11.56,97.0,6.5,97.0,0.1,31386.63265,0.9,0.836,13.5,1,0
2006,78.8,64.0,0,11.47,97.0,6.28,97.0,0.1,27169.99256,0.9,0.829,13.4,1,0
2005,78.7,65.0,0,11.41,98.0,6.37,98.0,0.1,25324.48666,0.9,0.826,13.5,1,0
2004,78.6,65.0,0,13.03,98.0,6.42,98.0,0.1,23932.49128,0.9,0.823,13.4,1,0
2003,78.5,66.0,0,10.62,98.0,6.83,98.0,0.1,2293.4789,0.9,0.815,13.0,1,0
2002,78.4,68.0,0,11.68,98.0,6.12,98.0,0.1,16372.29152,0.9,0.805,12.5,1,0
2001,78.2,69.0,0,10.16,97.0,5.78,97.0,0.1,1562.92433,0.9,0.8,12.4,1,0
2000,78.1,7.0,0,9.56,97.0,5.77,97.0,0.1,14672.8826,0.9,0.798,12.5,1,0
2014,84.0,73.0,0,9.64,94.0,1.8,94.0,0.1,62425.5392,1.1,0.926,19.2,1,0
2013,81.0,75.0,0,9.5,94.0,11.25,94.0,0.1,61191.19263,1.1,0.924,18.7,1,0
2012,80.0,76.0,0,9.26,94.0,1.98,94.0,0.1,5857.521,1.1,0.922,18.4,1,0
2011,79.7,79.0,0,10.47,91.0,1.87,91.0,0.1,61753.667,1.1,0.91,16.9,1,0
2010,79.2,84.0,0,10.28,9.0,11.8,9.0,0.1,5841.41122,1.1,0.906,16.8,1,0
2009,78.9,86.0,0,10.08,89.0,11.47,89.0,0.1,58163.29359,1.1,0.906,16.8,1,0
2008,78.8,88.0,0,10.7,88.0,1.18,88.0,0.1,64322.6664,1.1,0.906,16.8,1,0
2007,78.4,93.0,0,10.99,87.0,9.99,87.0,0.1,58487.451,1.2,0.904,16.7,1,0
2006,78.1,93.0,0,11.02,93.0,9.92,93.0,0.1,5226.99311,1.2,0.902,16.9,1,0
2005,78.1,92.0,0,11.28,93.0,9.77,93.0,0.1,48799.8237,1.2,0.897,16.6,1,0
2004,77.7,98.0,0,11.27,95.0,9.67,95.0,0.1,46511.6457,1.2,0.893,16.5,1,0
2003,77.3,11.0,0,11.54,96.0,9.51,96.0,0.1,4458.7764,1.2,0.882,16.3,1,0
2002,77.0,14.0,0,11.34,98.0,9.33,98.0,0.1,33228.69291,1.2,0.875,16.6,1,0
2001,77.0,12.0,0,11.56,97.0,9.1,97.0,0.1,3751.64946,1.3,0.862,16.2,1,0
2000,76.9,12.0,0,11.69,97.0,8.7,97.0,0.1,3743.55917,1.3,0.86,16.5,1,0
2014,63.0,252.0,1,0.38,78.0,1.57,78.0,2.1,174.91511,5.6,0.467,6.3,0,1
2013,62.7,256.0,1,0.53,82.0,9.14,82.0,2.1,1622.637974,5.6,0.464,6.3,0,1
2012,62.2,263.0,1,0.52,81.0,8.95,81.0,1.9,1536.15685,5.6,0.46,6.3,0,1
2011,61.8,268.0,1,0.39,87.0,8.71,87.0,2.7,143.986898,5.6,0.451,5.9,0,1
2010,61.3,273.0,1,0.44,88.0,8.84,88.0,3.1,1325.99724,5.6,0.441,5.5,0,1
2009,69.0,279.0,1,0.49,89.0,8.37,89.0,3.2,1253.657431,5.7,0.436,5.3,0,1
2008,62.0,289.0,1,0.49,89.0,8.5,89.0,3.3,1214.77118,5.7,0.427,5.0,0,1
2007,59.8,296.0,1,0.45,88.0,7.72,88.0,3.5,147.586896,5.8,0.416,4.5,0,1
2006,59.1,39.0,2,1.02,72.0,7.5,72.0,3.7,965.6693779,5.8,0.405,4.3,0,1
2005,58.6,318.0,2,1.23,71.0,7.21,71.0,3.9,94.7297489,5.9,0.396,4.0,0,1
2004,58.1,326.0,2,1.18,64.0,6.76,64.0,4.0,864.184726,6.0,0.388,3.7,0,1
2003,58.0,325.0,2,1.02,68.0,6.22,68.0,4.2,819.974118,6.1,0.378,3.5,0,1
2002,57.9,322.0,2,1.03,62.0,5.45,62.0,4.3,792.15412,6.2,0.372,3.3,0,1
2001,57.7,323.0,2,0.95,49.0,5.37,53.0,4.3,781.2322196,6.3,0.363,2.9,0,1
2000,57.4,325.0,2,1.34,46.0,5.75,46.0,4.1,768.176767,6.4,0.361,2.9,0,1
2014,73.6,154.0,6,5.92,9.0,4.38,91.0,0.3,6268.692122,3.3,0.712,13.2,0,1
2013,73.4,157.0,6,5.93,82.0,4.12,83.0,0.3,627.55544,3.3,0.709,13.2,0,1
2012,72.1,174.0,6,5.93,85.0,4.26,85.0,0.4,5968.876767,3.3,0.706,13.1,0,1
2011,73.1,16.0,6,5.91,84.0,4.22,84.0,0.7,5759.643,3.3,0.703,13.0,0,1
2010,72.7,166.0,6,6.02,85.0,4.6,88.0,0.9,5451.6696,3.3,0.697,12.9,0,1
2009,73.6,157.0,6,6.05,85.0,4.41,82.0,1.2,4952.67753,3.4,0.695,12.9,0,1
2008,73.3,161.0,6,6.12,86.0,4.2,82.0,1.4,511.37937,3.4,0.692,12.8,0,1
2007,72.9,164.0,6,6.05,86.0,4.34,85.0,1.6,4647.31359,3.4,0.685,12.7,0,1
2006,72.3,178.0,7,6.2,88.0,4.34,89.0,1.8,3836.468771,3.5,0.677,12.6,0,1
2005,69.7,28.0,7,5.71,86.0,4.26,87.0,2.0,3681.5993,3.5,0.668,12.6,0,1
2004,69.3,214.0,7,5.16,66.0,4.28,79.0,2.1,2421.9662,3.6,0.666,12.5,0,1
2003,73.0,22.0,7,6.32,65.0,5.53,79.0,2.3,2372.628827,3.6,0.665,12.4,0,1
2002,71.4,189.0,7,6.43,74.0,5.79,82.0,2.4,38.46578,3.7,0.66,12.3,0,1
2001,71.2,188.0,7,6.13,71.0,5.59,72.0,2.5,2862.154836,3.8,0.656,12.3,0,1
2000,72.0,176.0,7,6.58,71.0,5.9,78.0,2.5,282.4242,3.8,0.651,12.2,0,1
2014,76.0,121.0,6,3.82,84.0,9.16,83.0,0.1,6432.216537,1.2,0.737,14.0,0,1
2013,76.0,121.0,6,3.77,87.0,7.29,87.0,0.1,674.9829,1.3,0.725,13.4,0,1
2012,75.5,127.0,7,3.92,85.0,6.48,87.0,0.1,572.14313,1.3,0.717,13.3,0,1
2011,75.3,131.0,7,3.99,85.0,5.92,88.0,0.1,5223.351763,1.3,0.71,13.2,0,1
2010,75.0,134.0,7,3.95,88.0,5.9,91.0,0.1,4657.32361,1.3,0.703,13.1,0,1
2009,75.1,137.0,7,3.87,91.0,5.58,94.0,0.1,4255.56571,1.3,0.702,13.1,0,1
2008,74.6,139.0,7,3.76,94.0,5.66,96.0,0.1,4274.95265,1.3,0.698,13.0,0,1
2007,74.7,14.0,7,3.63,95.0,5.94,96.0,0.2,359.71886,1.4,0.696,12.9,0,1
2006,74.4,144.0,8,3.52,92.0,5.86,96.0,0.3,335.786541,1.4,0.693,12.8,0,1
2005,74.2,151.0,8,3.54,89.0,5.87,92.0,0.3,321.942547,1.4,0.688,12.8,0,1
2004,74.4,148.0,8,3.65,9.0,6.22,88.0,0.3,278.557892,1.5,0.682,12.7,0,1
2003,74.4,151.0,8,3.69,97.0,6.46,87.0,0.3,244.46898,1.5,0.679,12.6,0,1
2002,73.6,157.0,8,3.88,88.0,4.62,88.0,0.3,2183.966796,1.5,0.675,12.5,0,1
2001,73.4,158.0,9,4.13,9.0,3.86,89.0,0.3,193.741571,1.6,0.67,12.4,0,1
2000,72.8,163.0,9,3.99,83.0,3.38,87.0,0.3,1451.29776,1.6,0.668,12.4,0,1
2014,73.3,181.0,2,2.52,93.0,6.77,94.0,0.2,3988.771871,1.6,0.676,13.2,0,1
2013,73.0,184.0,2,2.42,92.0,6.95,92.0,0.2,3895.664491,1.6,0.675,13.2,0,1
2012,73.0,181.0,2,2.48,93.0,6.7,92.0,0.3,3827.786267,1.6,0.67,13.2,0,1
2011,72.0,197.0,2,2.37,9.0,6.81,89.0,0.3,3736.58713,1.7,0.666,13.0,0,1
2010,72.0,191.0,2,2.36,89.0,6.91,89.0,0.3,3474.392445,1.7,0.662,12.9,0,1
2009,71.4,23.0,2,2.55,91.0,6.83,91.0,0.3,3366.482133,1.7,0.662,12.8,0,1
2008,71.7,194.0,2,2.68,98.0,6.21,98.0,0.3,357.347674,1.8,0.659,13.4,0,1
2007,71.2,23.0,2,2.83,99.0,6.32,99.0,0.3,334.83817,1.8,0.657,12.9,0,1
2006,75.0,211.0,3,2.77,96.0,6.68,96.0,0.2,362.951768,1.8,0.651,12.9,0,1
2005,71.0,213.0,3,2.77,89.0,7.19,89.0,0.2,2835.281237,1.9,0.644,12.7,0,1
2004,70.0,215.0,3,2.9,9.0,7.3,9.0,0.3,2632.79942,1.9,0.636,12.4,0,1
2003,69.9,29.0,3,3.1,93.0,7.61,94.0,0.3,2519.737387,2.0,0.628,12.0,0,1
2002,73.0,24.0,3,2.97,81.0,7.9,81.0,0.4,248.4125,2.0,0.621,11.8,0,1
2001,68.9,219.0,4,2.88,94.0,8.2,92.0,0.4,2338.772244,2.1,0.615,11.6,0,1
2000,69.0,218.0,4,2.79,98.0,8.17,99.0,0.4,2238.4116,2.1,0.607,11.3,0,1
2014,57.9,32.0,3,0.01,24.0,3.8,2.0,4.4,192.59733,8.5,0.582,9.2,0,1
2013,57.4,327.0,3,10.72,3.0,3.73,3.0,5.7,2246.9938,8.6,0.586,9.2,0,1
2012,56.7,337.0,3,11.89,3.0,4.0,24.0,8.2,21557.6528,8.7,0.583,9.2,0,1
2011,56.2,344.0,3,10.99,39.0,3.29,41.0,7.7,21451.88617,8.9,0.58,9.2,0,1
2010,56.1,339.0,3,9.93,59.0,3.84,44.0,7.2,17136.44568,9.0,0.589,9.2,0,1
2009,55.7,34.0,3,7.97,57.0,5.32,43.0,7.3,1653.2937,9.2,0.59,9.1,0,1
2008,55.4,338.0,3,8.34,55.0,2.31,42.0,6.3,22742.38159,9.3,0.592,9.1,0,1
2007,55.0,339.0,3,6.86,54.0,2.25,41.0,5.9,15761.83913,9.5,0.587,9.0,0,1
2006,54.8,337.0,3,7.28,52.0,2.13,4.0,5.3,12732.2759,9.7,0.569,9.0,0,1
2005,54.4,337.0,3,7.19,5.0,1.63,39.0,4.9,185.63334,9.8,0.563,8.7,0,1
2004,54.1,336.0,3,6.28,48.0,2.4,38.0,4.4,685.34897,1.0,0.553,8.5,0,1
2003,53.8,334.0,3,7.13,46.0,2.23,37.0,3.6,3577.176197,1.2,0.554,8.4,0,1
2002,53.5,334.0,3,6.01,44.0,2.5,36.0,2.9,2711.17114,1.4,0.542,8.2,0,1
2001,53.1,334.0,3,5.07,43.0,1.78,35.0,2.3,2283.87939,1.6,0.527,8.0,0,1
2000,52.7,336.0,3,4.46,41.0,2.73,34.0,1.9,172.68491,1.7,0.0,0.0,0,1
2011,62.9,286.0,6,0.62,96.0,3.6,96.0,0.7,582.775532,8.8,0.405,5.0,0,1
2010,62.1,298.0,6,0.61,9.0,3.24,9.0,0.9,482.14994,8.9,0.404,5.1,0,1
2009,61.4,311.0,6,0.63,92.0,3.3,92.0,1.0,43.7544499,9.0,0.402,5.2,0,1
2008,67.0,322.0,6,0.49,94.0,3.69,94.0,1.1,326.825642,9.1,0.406,5.2,0,1
2007,62.0,329.0,6,1.23,91.0,3.29,91.0,1.3,317.3294336,9.2,0.405,5.3,0,1
2006,59.7,336.0,7,0.97,94.0,3.3,94.0,1.4,297.828588,9.3,0.405,5.3,0,1
2005,59.4,34.0,7,1.07,96.0,2.97,96.0,1.6,276.75896,9.4,0.0,5.4,0,1
2004,59.1,342.0,7,0.64,98.0,3.14,98.0,1.8,287.4222243,9.6,0.0,5.0,0,1
2003,58.8,343.0,7,0.56,95.0,3.5,93.0,1.9,232.7945459,9.7,0.0,4.7,0,1
2002,58.5,343.0,7,0.83,92.0,4.2,9.0,1.9,21.7687981,9.9,0.0,4.4,0,1
2001,58.1,345.0,7,0.61,89.0,3.95,86.0,2.0,215.139213,1.0,0.0,4.3,0,1
2000,45.3,593.0,7,0.83,82.0,4.43,81.0,1.9,28.1969487,1.2,0.0,3.9,0,1
2014,77.3,122.0,0,0.01,93.0,6.38,93.0,0.1,19941.45532,1.9,0.86,16.5,0,1
2013,76.9,127.0,0,0.01,94.0,6.48,94.0,0.1,1929.7746,1.9,0.856,16.5,0,1
2012,76.3,135.0,0,0.01,94.0,6.36,94.0,0.1,17421.8922,1.9,0.85,16.5,0,1
2011,76.1,138.0,0,0.01,93.0,5.83,93.0,0.1,17454.84342,1.9,0.838,16.4,0,1
2010,75.6,137.0,0,14.97,94.0,6.25,94.0,0.1,14638.6482,1.9,0.833,16.2,0,1
2009,74.9,156.0,0,15.04,95.0,6.93,95.0,0.1,14726.31828,2.0,0.836,16.1,0,1
2008,74.2,167.0,0,16.99,95.0,6.6,95.0,0.1,1894.5485,2.0,0.835,16.1,0,1
2007,73.0,189.0,0,17.87,95.0,5.16,95.0,0.1,16586.452,2.0,0.829,16.1,0,1
2006,73.0,188.0,0,16.58,95.0,5.1,95.0,0.1,12595.4165,2.1,0.822,16.1,0,1
2005,72.8,189.0,0,15.52,96.0,5.2,96.0,0.1,1338.31322,2.1,0.812,15.9,0,1
2004,72.3,195.0,0,15.07,95.0,5.13,94.0,0.1,885.465115,2.2,0.805,15.7,0,1
2003,71.9,199.0,0,11.64,95.0,4.92,94.0,0.1,7174.237415,2.2,0.798,15.6,0,1
2002,71.2,211.0,0,11.48,94.0,4.84,94.0,0.1,538.347781,2.3,0.791,15.4,0,1
2001,78.0,225.0,0,0.01,94.0,4.85,94.0,0.1,4498.95727,2.4,0.781,15.0,0,1
2000,78.0,218.0,0,0.01,93.0,5.28,93.0,0.1,47.32827,2.5,0.764,14.4,0,1
2014,64.2,234.0,140,0.01,75.0,4.88,77.0,0.6,571.1622759,1.5,0.435,8.4,0,1
2013,63.7,237.0,145,1.86,7.0,5.19,72.0,0.9,52.1535887,1.6,0.427,8.4,0,1
2012,63.3,241.0,150,1.84,7.0,5.77,69.0,1.2,468.567249,1.7,0.422,8.4,0,1
2011,62.6,249.0,156,1.32,7.0,6.55,65.0,1.4,354.8463544,1.9,0.411,8.2,0,1
2010,61.8,261.0,162,1.34,69.0,6.86,61.0,1.7,341.39992,11.0,0.401,8.1,0,1
2009,68.0,274.0,169,1.17,65.0,4.41,58.0,2.0,379.7566385,11.1,0.393,8.1,0,1
2008,59.8,289.0,177,1.13,63.0,4.28,54.0,2.4,325.3825543,11.2,0.378,7.6,0,1
2007,58.5,39.0,186,1.06,61.0,4.69,5.0,2.8,243.326822,11.3,0.362,7.1,0,1
2006,57.2,328.0,196,1.22,59.0,4.47,46.0,3.3,193.794956,11.4,0.346,6.6,0,1
2005,56.0,343.0,206,0.99,56.0,4.2,44.0,3.7,161.6266248,11.5,0.325,5.8,0,1
2004,55.0,354.0,217,0.86,54.0,4.23,4.0,4.1,135.7623858,11.5,0.31,5.4,0,1
2003,54.0,363.0,228,0.79,55.0,4.64,37.0,4.4,118.8734466,11.6,0.306,5.2,0,1
2002,53.2,369.0,237,0.8,55.0,4.73,35.0,4.6,111.3634356,11.7,0.298,4.9,0,1
2001,52.5,372.0,246,0.85,55.0,4.26,32.0,4.9,12.1789279,11.8,0.283,4.3,0,1
2000,51.2,391.0,253,0.88,55.0,4.36,3.0,5.0,123.876257,11.9,0.0,3.9,0,1
2014,69.7,19.0,0,0.01,99.0,4.49,99.0,0.1,546.3728,4.0,0.727,15.2,0,1
2013,69.6,192.0,0,0.01,99.0,4.26,99.0,0.1,4763.68956,4.0,0.719,15.0,0,1
2012,69.4,195.0,0,0.01,99.0,4.16,99.0,0.1,4546.73854,4.0,0.714,14.9,0,1
2011,69.2,197.0,0,0.01,99.0,4.6,99.0,0.1,4353.121392,4.0,0.709,14.7,0,1
2010,69.1,2.0,0,2.25,99.0,4.23,99.0,0.1,3651.966784,4.0,0.706,14.6,0,1
2009,68.9,23.0,0,2.31,99.0,4.26,99.0,0.1,3369.48247,4.0,0.704,14.5,0,1
2008,68.7,26.0,0,1.95,99.0,3.68,99.0,0.1,4177.657789,4.0,0.7,14.3,0,1
2007,68.6,29.0,0,2.09,99.0,3.74,99.0,0.1,478.82327,4.1,0.698,14.2,0,1
2006,68.5,211.0,0,2.06,98.0,3.84,98.0,0.1,3749.939813,4.1,0.695,14.0,0,1
2005,68.3,214.0,0,2.02,97.0,3.61,96.0,0.1,3658.63832,4.1,0.699,13.9,0,1
2004,68.1,218.0,0,1.63,96.0,3.61,95.0,0.1,3332.918533,4.2,0.691,13.4,0,1
2003,68.0,22.0,0,1.76,95.0,3.35,94.0,0.1,2835.973972,4.2,0.689,13.3,0,1
2002,67.9,22.0,0,1.85,94.0,3.48,93.0,0.1,2259.55796,4.2,0.687,13.3,0,1
2001,67.8,221.0,0,1.93,92.0,3.28,91.0,0.1,238.891729,4.3,0.683,13.2,0,1
2000,67.7,221.0,0,2.05,91.0,3.87,9.0,0.1,276.1338,4.3,0.681,13.1,0,1
2014,89.0,78.0,0,8.8,98.0,9.68,98.0,0.1,49914.61864,0.9,0.89,17.0,0,1
2013,87.0,79.0,0,8.97,98.0,9.55,98.0,0.1,49638.7713,0.9,0.887,17.0,0,1
2012,84.0,82.0,0,9.24,99.0,9.3,99.0,0.1,47415.55987,0.9,0.884,17.0,0,1
2011,83.0,86.0,0,9.81,99.0,9.1,99.0,0.1,579.72415,0.9,0.878,16.9,0,1
2010,79.9,89.0,0,9.72,99.0,9.5,99.0,0.1,4622.41516,0.9,0.874,16.8,0,1
2009,79.7,91.0,0,9.96,99.0,9.2,99.0,0.1,4717.15571,0.9,0.878,17.0,0,1
2008,79.6,94.0,0,10.26,97.0,8.35,99.0,0.1,5341.31487,0.9,0.876,17.1,0,1
2007,79.3,96.0,0,10.45,97.0,8.9,99.0,0.1,48288.5491,0.9,0.873,17.2,0,1
2006,79.2,96.0,0,10.15,97.0,8.38,97.0,0.1,4112.67651,0.9,0.869,17.2,0,1
2005,78.9,11.0,0,9.95,97.0,8.43,97.0,0.1,38969.17163,0.9,0.864,17.1,0,1
2004,78.7,12.0,0,9.89,96.0,8.21,98.0,0.1,37636.11173,0.9,0.869,18.3,0,1
2003,78.4,98.0,0,9.31,96.0,8.15,98.0,0.1,32816.1688,0.9,0.866,18.1,0,1
2002,78.1,98.0,0,9.25,95.0,7.81,98.0,0.1,26834.2625,0.9,0.863,18.0,0,1
2001,78.0,1.0,0,8.94,95.0,7.43,98.0,0.1,24913.24452,0.9,0.856,17.7,0,1
2000,77.5,15.0,0,8.59,96.0,7.22,99.0,0.1,24253.2542,0.9,0.847,17.3,0,1
2014,82.2,79.0,3,11.5,98.0,11.54,98.0,0.1,42955.24287,0.6,0.89,16.2,0,1
2013,82.0,81.0,3,11.1,99.0,11.56,99.0,0.1,42554.1225,0.6,0.887,16.2,0,1
2012,81.5,83.0,3,11.5,99.0,11.44,99.0,0.1,4838.2444,0.6,0.885,16.1,0,1
2011,81.7,83.0,3,11.8,99.0,11.33,99.0,0.1,4381.288,0.6,0.882,16.1,0,1
2010,81.3,86.0,3,11.7,99.0,11.2,99.0,0.1,473.34279,0.6,0.879,16.0,0,1
2009,81.1,88.0,3,11.8,98.0,11.28,98.0,0.1,41631.13141,0.6,0.879,16.0,0,1
2008,89.0,88.0,3,11.9,98.0,1.57,98.0,0.1,45413.6571,0.6,0.877,16.1,0,1
2007,89.0,89.0,3,12.2,99.0,1.45,98.0,0.1,416.58397,0.6,0.873,16.1,0,1
2006,86.0,92.0,3,12.4,99.0,1.53,99.0,0.1,36544.5853,0.6,0.87,16.1,0,1
2005,81.0,93.0,3,12.2,98.0,1.6,98.0,0.1,34879.72633,0.6,0.86,15.5,0,1
2004,82.0,94.0,3,13.18,99.0,1.53,98.0,0.1,33874.74255,0.6,0.857,15.5,0,1
